date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202139,VS,30 - 39,1550,altersklasse_covid19,age_group_AKL10,46869,50986,3.31,108.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.198,19.8
202140,VS,30 - 39,1302,altersklasse_covid19,age_group_AKL10,46869,52288,2.78,111.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.199,19.900000000000002
202141,VS,30 - 39,1321,altersklasse_covid19,age_group_AKL10,46869,53609,2.82,114.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.213,21.3
202142,VS,30 - 39,1061,altersklasse_covid19,age_group_AKL10,46869,54670,2.26,116.64,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.204,20.4
202143,VS,30 - 39,883,altersklasse_covid19,age_group_AKL10,46869,55553,1.88,118.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.206,20.599999999999998
202144,VS,30 - 39,429,altersklasse_covid19,age_group_AKL10,46869,55982,0.92,119.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.195,19.5
202145,VS,30 - 39,525,altersklasse_covid19,age_group_AKL10,46869,56507,1.12,120.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.196,19.6
202146,VS,30 - 39,415,altersklasse_covid19,age_group_AKL10,46869,56922,0.89,121.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.083,8.3
202052,VS,40 - 49,0,altersklasse_covid19,age_group_AKL10,45843,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,VS,40 - 49,2,altersklasse_covid19,age_group_AKL10,45843,2,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.067,6.7
202101,VS,40 - 49,47,altersklasse_covid19,age_group_AKL10,45843,49,0.1,0.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.036,3.5999999999999996
202102,VS,40 - 49,64,altersklasse_covid19,age_group_AKL10,45843,113,0.14,0.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.02,2
202103,VS,40 - 49,86,altersklasse_covid19,age_group_AKL10,45843,199,0.19,0.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.019,1.9
202104,VS,40 - 49,134,altersklasse_covid19,age_group_AKL10,45843,333,0.29,0.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.026,2.6
202105,VS,40 - 49,127,altersklasse_covid19,age_group_AKL10,45843,460,0.28,1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.031,3.1
202106,VS,40 - 49,102,altersklasse_covid19,age_group_AKL10,45843,562,0.22,1.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.029,2.9000000000000004
202107,VS,40 - 49,200,altersklasse_covid19,age_group_AKL10,45843,762,0.44,1.66,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.033,3.3000000000000003
202108,VS,40 - 49,266,altersklasse_covid19,age_group_AKL10,45843,1028,0.58,2.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.037,3.6999999999999997
202109,VS,40 - 49,274,altersklasse_covid19,age_group_AKL10,45843,1302,0.6,2.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.04,4
202110,VS,40 - 49,339,altersklasse_covid19,age_group_AKL10,45843,1641,0.74,3.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.047,4.7
202111,VS,40 - 49,265,altersklasse_covid19,age_group_AKL10,45843,1906,0.58,4.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.055,5.5
202112,VS,40 - 49,427,altersklasse_covid19,age_group_AKL10,45843,2333,0.93,5.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.048,4.8
202113,VS,40 - 49,355,altersklasse_covid19,age_group_AKL10,45843,2688,0.77,5.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.039,3.9
202114,VS,40 - 49,324,altersklasse_covid19,age_group_AKL10,45843,3012,0.71,6.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.052,5.2
202115,VS,40 - 49,604,altersklasse_covid19,age_group_AKL10,45843,3616,1.32,7.89,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.059,5.8999999999999995
202116,VS,40 - 49,1215,altersklasse_covid19,age_group_AKL10,45843,4831,2.65,10.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.083,8.3
202117,VS,40 - 49,1438,altersklasse_covid19,age_group_AKL10,45843,6269,3.14,13.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.091,9.1
202118,VS,40 - 49,2455,altersklasse_covid19,age_group_AKL10,45843,8724,5.36,19.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.147,14.7
202119,VS,40 - 49,2212,altersklasse_covid19,age_group_AKL10,45843,10936,4.83,23.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.144,14.399999999999999
202120,VS,40 - 49,3449,altersklasse_covid19,age_group_AKL10,45843,14385,7.52,31.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.142,14.2
202121,VS,40 - 49,3784,altersklasse_covid19,age_group_AKL10,45843,18169,8.25,39.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.163,16.3
202122,VS,40 - 49,4637,altersklasse_covid19,age_group_AKL10,45843,22806,10.11,49.75,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.235,23.5
202123,VS,40 - 49,4651,altersklasse_covid19,age_group_AKL10,45843,27457,10.15,59.89,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.199,19.900000000000002
202124,VS,40 - 49,4741,altersklasse_covid19,age_group_AKL10,45843,32198,10.34,70.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.198,19.8
202125,VS,40 - 49,3696,altersklasse_covid19,age_group_AKL10,45843,35894,8.06,78.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.198,19.8
202126,VS,40 - 49,3184,altersklasse_covid19,age_group_AKL10,45843,39078,6.95,85.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.245,24.5
202127,VS,40 - 49,2615,altersklasse_covid19,age_group_AKL10,45843,41693,5.7,90.95,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.215,21.5
202128,VS,40 - 49,2483,altersklasse_covid19,age_group_AKL10,45843,44176,5.42,96.36,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.211,21.099999999999998
202129,VS,40 - 49,1987,altersklasse_covid19,age_group_AKL10,45843,46163,4.33,100.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.188,18.8
202130,VS,40 - 49,1047,altersklasse_covid19,age_group_AKL10,45843,47210,2.28,102.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.168,16.8
202131,VS,40 - 49,884,altersklasse_covid19,age_group_AKL10,45843,48094,1.93,104.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.171,17.1
202132,VS,40 - 49,779,altersklasse_covid19,age_group_AKL10,45843,48873,1.7,106.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.164,16.400000000000002
202133,VS,40 - 49,1068,altersklasse_covid19,age_group_AKL10,45843,49941,2.33,108.94,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.173,17.299999999999997
202134,VS,40 - 49,1042,altersklasse_covid19,age_group_AKL10,45843,50983,2.27,111.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.162,16.2
202135,VS,40 - 49,1110,altersklasse_covid19,age_group_AKL10,45843,52093,2.42,113.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.177,17.7
202136,VS,40 - 49,1179,altersklasse_covid19,age_group_AKL10,45843,53272,2.57,116.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.17,17
202137,VS,40 - 49,1522,altersklasse_covid19,age_group_AKL10,45843,54794,3.32,119.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.167,16.7
202138,VS,40 - 49,1293,altersklasse_covid19,age_group_AKL10,45843,56087,2.82,122.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.153,15.299999999999999
202139,VS,40 - 49,1273,altersklasse_covid19,age_group_AKL10,45843,57360,2.78,125.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.163,16.3
202140,VS,40 - 49,1029,altersklasse_covid19,age_group_AKL10,45843,58389,2.24,127.37,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.157,15.7
202141,VS,40 - 49,996,altersklasse_covid19,age_group_AKL10,45843,59385,2.17,129.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.161,16.1
202142,VS,40 - 49,805,altersklasse_covid19,age_group_AKL10,45843,60190,1.76,131.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.155,15.5
202143,VS,40 - 49,652,altersklasse_covid19,age_group_AKL10,45843,60842,1.42,132.72,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.152,15.2
202144,VS,40 - 49,260,altersklasse_covid19,age_group_AKL10,45843,61102,0.57,133.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.118,11.799999999999999
202145,VS,40 - 49,376,altersklasse_covid19,age_group_AKL10,45843,61478,0.82,134.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.14,14.000000000000002
202146,VS,40 - 49,280,altersklasse_covid19,age_group_AKL10,45843,61758,0.61,134.72,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.056,5.6000000000000005
202052,VS,50 - 59,0,altersklasse_covid19,age_group_AKL10,52820,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,VS,50 - 59,0,altersklasse_covid19,age_group_AKL10,52820,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202101,VS,50 - 59,97,altersklasse_covid19,age_group_AKL10,52820,97,0.18,0.18,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.075,7.5
202102,VS,50 - 59,114,altersklasse_covid19,age_group_AKL10,52820,211,0.22,0.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.036,3.5999999999999996
202103,VS,50 - 59,230,altersklasse_covid19,age_group_AKL10,52820,441,0.44,0.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.052,5.2
202104,VS,50 - 59,287,altersklasse_covid19,age_group_AKL10,52820,728,0.54,1.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.056,5.6000000000000005
202105,VS,50 - 59,245,altersklasse_covid19,age_group_AKL10,52820,973,0.46,1.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.061,6.1
202106,VS,50 - 59,199,altersklasse_covid19,age_group_AKL10,52820,1172,0.38,2.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.057,5.7
202107,VS,50 - 59,390,altersklasse_covid19,age_group_AKL10,52820,1562,0.74,2.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.065,6.5
202108,VS,50 - 59,488,altersklasse_covid19,age_group_AKL10,52820,2050,0.92,3.88,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.067,6.7
202109,VS,50 - 59,454,altersklasse_covid19,age_group_AKL10,52820,2504,0.86,4.74,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.066,6.6000000000000005
202110,VS,50 - 59,576,altersklasse_covid19,age_group_AKL10,52820,3080,1.09,5.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.08,8
202111,VS,50 - 59,378,altersklasse_covid19,age_group_AKL10,52820,3458,0.72,6.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.078,7.8
202112,VS,50 - 59,751,altersklasse_covid19,age_group_AKL10,52820,4209,1.42,7.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.084,8.4
202113,VS,50 - 59,799,altersklasse_covid19,age_group_AKL10,52820,5008,1.51,9.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.088,8.799999999999999
202114,VS,50 - 59,645,altersklasse_covid19,age_group_AKL10,52820,5653,1.22,10.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.104,10.4
202115,VS,50 - 59,1238,altersklasse_covid19,age_group_AKL10,52820,6891,2.34,13.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.121,12.1
202116,VS,50 - 59,2370,altersklasse_covid19,age_group_AKL10,52820,9261,4.49,17.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.161,16.1
202117,VS,50 - 59,2935,altersklasse_covid19,age_group_AKL10,52820,12196,5.56,23.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.185,18.5
202118,VS,50 - 59,4038,altersklasse_covid19,age_group_AKL10,52820,16234,7.64,30.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.242,24.2
202119,VS,50 - 59,3845,altersklasse_covid19,age_group_AKL10,52820,20079,7.28,38.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.25,25
202120,VS,50 - 59,6552,altersklasse_covid19,age_group_AKL10,52820,26631,12.4,50.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.269,26.900000000000002
202121,VS,50 - 59,5589,altersklasse_covid19,age_group_AKL10,52820,32220,10.58,61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.24,24
202122,VS,50 - 59,5239,altersklasse_covid19,age_group_AKL10,52820,37459,9.92,70.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.266,26.6
202123,VS,50 - 59,6303,altersklasse_covid19,age_group_AKL10,52820,43762,11.93,82.85,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.27,27
202124,VS,50 - 59,5816,altersklasse_covid19,age_group_AKL10,52820,49578,11.01,93.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.243,24.3
202125,VS,50 - 59,3576,altersklasse_covid19,age_group_AKL10,52820,53154,6.77,100.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.191,19.1
202126,VS,50 - 59,3135,altersklasse_covid19,age_group_AKL10,52820,56289,5.94,106.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.241,24.099999999999998
202127,VS,50 - 59,2847,altersklasse_covid19,age_group_AKL10,52820,59136,5.39,111.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.234,23.400000000000002
202128,VS,50 - 59,1782,altersklasse_covid19,age_group_AKL10,52820,60918,3.37,115.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.151,15.1
202129,VS,50 - 59,1387,altersklasse_covid19,age_group_AKL10,52820,62305,2.63,117.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.131,13.100000000000001
202130,VS,50 - 59,1090,altersklasse_covid19,age_group_AKL10,52820,63395,2.06,120.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.175,17.5
202131,VS,50 - 59,886,altersklasse_covid19,age_group_AKL10,52820,64281,1.68,121.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.171,17.1
202132,VS,50 - 59,809,altersklasse_covid19,age_group_AKL10,52820,65090,1.53,123.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.17,17
202133,VS,50 - 59,1090,altersklasse_covid19,age_group_AKL10,52820,66180,2.06,125.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.177,17.7
202134,VS,50 - 59,1029,altersklasse_covid19,age_group_AKL10,52820,67209,1.95,127.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.16,16
202135,VS,50 - 59,1024,altersklasse_covid19,age_group_AKL10,52820,68233,1.94,129.18,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.163,16.3
202136,VS,50 - 59,1031,altersklasse_covid19,age_group_AKL10,52820,69264,1.95,131.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.148,14.799999999999999
202137,VS,50 - 59,1306,altersklasse_covid19,age_group_AKL10,52820,70570,2.47,133.6,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.143,14.299999999999999
202138,VS,50 - 59,1174,altersklasse_covid19,age_group_AKL10,52820,71744,2.22,135.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.139,13.900000000000002
202139,VS,50 - 59,1097,altersklasse_covid19,age_group_AKL10,52820,72841,2.08,137.9,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.14,14.000000000000002
202140,VS,50 - 59,870,altersklasse_covid19,age_group_AKL10,52820,73711,1.65,139.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.133,13.3
202141,VS,50 - 59,876,altersklasse_covid19,age_group_AKL10,52820,74587,1.66,141.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.141,14.099999999999998
202142,VS,50 - 59,719,altersklasse_covid19,age_group_AKL10,52820,75306,1.36,142.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.139,13.900000000000002
202143,VS,50 - 59,524,altersklasse_covid19,age_group_AKL10,52820,75830,0.99,143.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.123,12.3
202144,VS,50 - 59,276,altersklasse_covid19,age_group_AKL10,52820,76106,0.52,144.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.126,12.6
202145,VS,50 - 59,343,altersklasse_covid19,age_group_AKL10,52820,76449,0.65,144.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.128,12.8
202146,VS,50 - 59,304,altersklasse_covid19,age_group_AKL10,52820,76753,0.58,145.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.061,6.1
202052,VS,60 - 69,0,altersklasse_covid19,age_group_AKL10,41745,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,VS,60 - 69,2,altersklasse_covid19,age_group_AKL10,41745,2,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.067,6.7
202101,VS,60 - 69,123,altersklasse_covid19,age_group_AKL10,41745,125,0.29,0.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.095,9.5
202102,VS,60 - 69,282,altersklasse_covid19,age_group_AKL10,41745,407,0.68,0.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.088,8.799999999999999
202103,VS,60 - 69,469,altersklasse_covid19,age_group_AKL10,41745,876,1.12,2.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.106,10.6
202104,VS,60 - 69,574,altersklasse_covid19,age_group_AKL10,41745,1450,1.38,3.47,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.112,11.200000000000001
202105,VS,60 - 69,397,altersklasse_covid19,age_group_AKL10,41745,1847,0.95,4.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.098,9.8
202106,VS,60 - 69,431,altersklasse_covid19,age_group_AKL10,41745,2278,1.03,5.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.124,12.4
202107,VS,60 - 69,699,altersklasse_covid19,age_group_AKL10,41745,2977,1.67,7.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.116,11.600000000000001
202108,VS,60 - 69,871,altersklasse_covid19,age_group_AKL10,41745,3848,2.09,9.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.12,12
202109,VS,60 - 69,903,altersklasse_covid19,age_group_AKL10,41745,4751,2.16,11.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.132,13.200000000000001
202110,VS,60 - 69,1145,altersklasse_covid19,age_group_AKL10,41745,5896,2.74,14.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.158,15.8
202111,VS,60 - 69,783,altersklasse_covid19,age_group_AKL10,41745,6679,1.88,16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.162,16.2
202112,VS,60 - 69,1536,altersklasse_covid19,age_group_AKL10,41745,8215,3.68,19.68,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.172,17.2
202113,VS,60 - 69,1969,altersklasse_covid19,age_group_AKL10,41745,10184,4.72,24.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.217,21.7
202114,VS,60 - 69,1437,altersklasse_covid19,age_group_AKL10,41745,11621,3.44,27.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.233,23.3
202115,VS,60 - 69,2695,altersklasse_covid19,age_group_AKL10,41745,14316,6.46,34.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.264,26.400000000000002
202116,VS,60 - 69,4451,altersklasse_covid19,age_group_AKL10,41745,18767,10.66,44.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.303,30.3
202117,VS,60 - 69,4994,altersklasse_covid19,age_group_AKL10,41745,23761,11.96,56.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.315,31.5
202118,VS,60 - 69,4138,altersklasse_covid19,age_group_AKL10,41745,27899,9.91,66.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.248,24.8
202119,VS,60 - 69,3528,altersklasse_covid19,age_group_AKL10,41745,31427,8.45,75.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.23,23
202120,VS,60 - 69,6368,altersklasse_covid19,age_group_AKL10,41745,37795,15.25,90.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.262,26.200000000000003
202121,VS,60 - 69,5244,altersklasse_covid19,age_group_AKL10,41745,43039,12.56,103.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.225,22.5
202122,VS,60 - 69,3386,altersklasse_covid19,age_group_AKL10,41745,46425,8.11,111.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.172,17.2
202123,VS,60 - 69,3687,altersklasse_covid19,age_group_AKL10,41745,50112,8.83,120.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.158,15.8
202124,VS,60 - 69,3185,altersklasse_covid19,age_group_AKL10,41745,53297,7.63,127.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.133,13.3
202125,VS,60 - 69,1799,altersklasse_covid19,age_group_AKL10,41745,55096,4.31,131.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.096,9.6
202126,VS,60 - 69,1401,altersklasse_covid19,age_group_AKL10,41745,56497,3.36,135.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.108,10.8
202127,VS,60 - 69,1183,altersklasse_covid19,age_group_AKL10,41745,57680,2.83,138.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.097,9.700000000000001
202128,VS,60 - 69,804,altersklasse_covid19,age_group_AKL10,41745,58484,1.93,140.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.068,6.800000000000001
202129,VS,60 - 69,692,altersklasse_covid19,age_group_AKL10,41745,59176,1.66,141.76,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.066,6.6000000000000005
202130,VS,60 - 69,548,altersklasse_covid19,age_group_AKL10,41745,59724,1.31,143.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.088,8.799999999999999
202131,VS,60 - 69,487,altersklasse_covid19,age_group_AKL10,41745,60211,1.17,144.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.094,9.4
202132,VS,60 - 69,407,altersklasse_covid19,age_group_AKL10,41745,60618,0.97,145.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.086,8.6
202133,VS,60 - 69,523,altersklasse_covid19,age_group_AKL10,41745,61141,1.25,146.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.085,8.5
202134,VS,60 - 69,521,altersklasse_covid19,age_group_AKL10,41745,61662,1.25,147.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.081,8.1
202135,VS,60 - 69,498,altersklasse_covid19,age_group_AKL10,41745,62160,1.19,148.9,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.079,7.9
202136,VS,60 - 69,526,altersklasse_covid19,age_group_AKL10,41745,62686,1.26,150.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.076,7.6
202137,VS,60 - 69,654,altersklasse_covid19,age_group_AKL10,41745,63340,1.57,151.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.072,7.199999999999999
202138,VS,60 - 69,636,altersklasse_covid19,age_group_AKL10,41745,63976,1.52,153.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.075,7.5
202139,VS,60 - 69,572,altersklasse_covid19,age_group_AKL10,41745,64548,1.37,154.62,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.073,7.3
202140,VS,60 - 69,432,altersklasse_covid19,age_group_AKL10,41745,64980,1.03,155.66,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.066,6.6000000000000005
202141,VS,60 - 69,442,altersklasse_covid19,age_group_AKL10,41745,65422,1.06,156.72,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.071,7.1
202142,VS,60 - 69,348,altersklasse_covid19,age_group_AKL10,41745,65770,0.83,157.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.067,6.7
202143,VS,60 - 69,288,altersklasse_covid19,age_group_AKL10,41745,66058,0.69,158.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.067,6.7
202144,VS,60 - 69,155,altersklasse_covid19,age_group_AKL10,41745,66213,0.37,158.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.071,7.1
202145,VS,60 - 69,197,altersklasse_covid19,age_group_AKL10,41745,66410,0.47,159.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.073,7.3
202146,VS,60 - 69,768,altersklasse_covid19,age_group_AKL10,41745,67178,1.84,160.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.154,15.4
202052,VS,70 - 79,0,altersklasse_covid19,age_group_AKL10,32750,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,VS,70 - 79,8,altersklasse_covid19,age_group_AKL10,32750,8,0.02,0.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.267,26.700000000000003
202101,VS,70 - 79,192,altersklasse_covid19,age_group_AKL10,32750,200,0.59,0.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.149,14.899999999999999
202102,VS,70 - 79,979,altersklasse_covid19,age_group_AKL10,32750,1179,2.99,3.6,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.306,30.599999999999998
202103,VS,70 - 79,1567,altersklasse_covid19,age_group_AKL10,32750,2746,4.78,8.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.353,35.3
202104,VS,70 - 79,1661,altersklasse_covid19,age_group_AKL10,32750,4407,5.07,13.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.324,32.4
