date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202130,BE,all,22996,indication,1043132,1113911,NA,1,100,100,2.2,106.79,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,BL,all,6684,indication,290969,312904,NA,1,100,100,2.3,107.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,BS,all,4870,indication,196735,226357,NA,0.999,99.9,100,2.48,115.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,CH,all,187147,indication,8670300,9012693,NA,0.999,99.89999999999999,100,2.16,103.95,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,CHFL,all,187147,indication,8709355,9051900,NA,0.999,99.89999999999999,100,2.15,103.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,FL,all,0,indication,39055,39207,NA,NA,NA,100,0,100.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,FR,all,7674,indication,325496,296613,NA,1,100,100,2.36,91.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,GE,all,12388,indication,506343,567901,NA,1.001,100.10000000000001,100,2.45,112.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,GL,all,37,indication,40851,35745,NA,0.999,99.9,100,0.09,87.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,GR,all,6642,indication,200096,201323,NA,0.999,99.9,100.10000000000001,3.32,100.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,JU,all,1195,indication,73709,69785,NA,1,100,100,1.62,94.68,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,LU,all,9617,indication,416347,408372,NA,1,100,100.10000000000001,2.31,98.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,NE,all,4400,indication,175894,180015,NA,1.0010000000000001,100.10000000000001,99.89999999999999,2.5,102.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,NW,all,1436,indication,43520,42789,NA,1,100,100,3.3,98.32,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,OW,all,673,indication,38108,31867,NA,1,100,99.99999999999999,1.77,83.62,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,SG,all,6062,indication,514504,473645,NA,1.001,100.10000000000001,99.89999999999999,1.18,92.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,SH,all,1457,indication,83107,89992,NA,1,100,100,1.75,108.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,SO,all,1443,indication,277462,289035,NA,1,100,99.9,0.52,104.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,SZ,all,1851,indication,162157,144311,NA,0.999,99.89999999999999,100,1.14,88.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,TG,all,3235,indication,282909,260031,NA,1.001,100.1,100.1,1.14,91.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,TI,all,10942,indication,350986,392241,NA,1,100,100,3.12,111.75,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,UR,all,372,indication,36819,34176,NA,1.001,100.1,100,1.01,92.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,VD,all,21486,indication,814762,860988,NA,1.001,100.1,99.9,2.64,105.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,VS,all,6242,indication,348503,337855,NA,1,100,100,1.79,96.94,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,ZG,all,4085,indication,128794,135910,NA,1.001,100.10000000000001,100,3.17,105.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,ZH,all,35552,indication,1553423,1749918,NA,0.999,99.9,100.10000000000001,2.29,112.65,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,AG,all,12810,indication,694072,705209,NA,1,100,100,1.85,101.6,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,AI,all,160,indication,16293,13720,NA,1.001,100.1,100,0.98,84.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,AR,all,936,indication,55309,51986,NA,1,100,99.9,1.69,93.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,BE,all,18643,indication,1043132,1132554,NA,1,100,99.9,1.79,108.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,BL,all,4817,indication,290969,317721,NA,1,100,100,1.66,109.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,BS,all,5345,indication,196735,231702,NA,1.001,100.10000000000001,99.89999999999999,2.72,117.77,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,CH,all,136609,indication,8670300,9149302,NA,0.999,99.9,100.1,1.58,105.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,CHFL,all,136609,indication,8709355,9188509,NA,0.999,99.9,100,1.57,105.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,FL,all,0,indication,39055,39207,NA,NA,NA,100,0,100.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,FR,all,4508,indication,325496,301121,NA,1,100,99.9,1.38,92.51,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,GE,all,8305,indication,506343,576206,NA,0.999,99.89999999999999,100,1.64,113.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,GL,all,17,indication,40851,35762,NA,0.9989999999999999,99.89999999999999,100,0.04,87.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,GR,all,2037,indication,200096,203360,NA,0.999,99.89999999999999,100,1.02,101.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,JU,all,1139,indication,73709,70924,NA,1,100,100,1.55,96.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,LU,all,8707,indication,416347,417079,NA,1,100,100,2.09,100.18,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,NE,all,3661,indication,175894,183676,NA,1,100.00000000000001,100.1,2.08,104.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,NW,all,1024,indication,43520,43813,NA,1,100,99.9,2.35,100.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,OW,all,242,indication,38108,32109,NA,1.0010000000000001,100.10000000000001,99.89999999999999,0.64,84.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,SG,all,5730,indication,514504,479375,NA,1.001,100.1,99.99999999999999,1.11,93.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,SH,all,1244,indication,83107,91236,NA,1.001,100.1,99.9,1.5,109.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,SO,all,3264,indication,277462,292299,NA,0.999,99.9,99.89999999999999,1.18,105.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,SZ,all,1804,indication,162157,146115,NA,1.001,100.1,100,1.11,90.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,TG,all,2339,indication,282909,262370,NA,0.999,99.89999999999999,100.1,0.83,92.74,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,TI,all,5869,indication,350986,398110,NA,0.999,99.89999999999999,100,1.67,113.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,UR,all,376,indication,36819,34552,NA,1.0010000000000001,100.1,100.1,1.02,93.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,VD,all,14885,indication,814762,875873,NA,1,100,100,1.83,107.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,VS,all,5167,indication,348503,343022,NA,1.0010000000000001,100.10000000000001,100,1.48,98.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,ZG,all,2484,indication,128794,138394,NA,1,100,100,1.93,107.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,ZH,all,21096,indication,1553423,1771014,NA,1,100,100.1,1.36,114.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,AG,all,11194,indication,694072,716403,NA,1,100,100,1.61,103.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,AI,all,182,indication,16293,13902,NA,1,100,100,1.12,85.32,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,AR,all,685,indication,55309,52671,NA,1,100,100,1.24,95.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,BE,all,19216,indication,1043132,1151770,NA,1,100,100,1.84,110.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,BL,all,5660,indication,290969,323381,NA,1.001,100.10000000000001,100,1.95,111.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,BS,all,2922,indication,196735,234624,NA,0.999,99.9,99.9,1.49,119.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,CH,all,133533,indication,8670300,9282835,NA,1.001,100.1,100.10000000000001,1.54,107.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,CHFL,all,135251,indication,8709355,9323760,NA,1,100,100.10000000000001,1.55,107.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,FL,all,1718,indication,39055,40925,NA,1,100,100,4.4,104.79,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,FR,all,4549,indication,325496,305670,NA,1.0010000000000001,100.1,99.9,1.4,93.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,GE,all,9242,indication,506343,585448,NA,1.0010000000000001,100.10000000000001,100,1.83,115.62,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,GL,all,562,indication,40851,36324,NA,1.001,100.1,100,1.38,88.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,GR,all,3118,indication,200096,206478,NA,0.999,99.89999999999999,99.89999999999999,1.56,103.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,JU,all,1306,indication,73709,72230,NA,1.001,100.1,100.10000000000001,1.77,97.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,LU,all,6769,indication,416347,423848,NA,1,100.00000000000001,100.10000000000001,1.63,101.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,NE,all,3682,indication,175894,187358,NA,0.999,99.9,99.9,2.09,106.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,NW,all,597,indication,43520,44410,NA,1,100,100.10000000000001,1.37,102.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,OW,all,631,indication,38108,32740,NA,1.001,100.1,99.89999999999999,1.66,85.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,SG,all,5774,indication,514504,485149,NA,1.0010000000000001,100.1,99.89999999999999,1.12,94.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,SH,all,1442,indication,83107,92678,NA,1,100,100,1.74,111.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,SO,all,3720,indication,277462,296019,NA,0.9990000000000001,99.9,100,1.34,106.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,SZ,all,1755,indication,162157,147870,NA,1,100,99.89999999999999,1.08,91.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,TG,all,3110,indication,282909,265480,NA,0.998,99.8,100,1.1,93.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,TI,all,4235,indication,350986,402345,NA,0.999,99.9,100,1.21,114.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,UR,all,479,indication,36819,35031,NA,1.0010000000000001,100.1,100,1.3,95.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,VD,all,15601,indication,814762,891474,NA,1,100,100.1,1.91,109.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,VS,all,4746,indication,348503,347768,NA,1.0010000000000001,100.10000000000001,100,1.36,99.79,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,ZG,all,2311,indication,128794,140705,NA,1,100,100,1.79,109.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,ZH,all,20045,indication,1553423,1791059,NA,0.999,99.9,100.10000000000001,1.29,115.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,AG,all,12084,indication,694072,728487,NA,1,100,99.9,1.74,104.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,AI,all,182,indication,16293,14084,NA,1,100,100.1,1.12,86.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,AR,all,711,indication,55309,53382,NA,1,100,100,1.29,96.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,BE,all,20686,indication,1043132,1172456,NA,1.001,100.1,99.89999999999999,1.98,112.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,BL,all,3839,indication,290969,327220,NA,1.001,100.1,99.9,1.32,112.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,BS,all,3725,indication,196735,238349,NA,0.999,99.9,100,1.89,121.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,CH,all,143126,indication,8670300,9425961,NA,1,100,100.10000000000001,1.65,108.72,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,CHFL,all,144348,indication,8709355,9468108,NA,0.999,99.89999999999999,99.9,1.66,108.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,FL,all,1222,indication,39055,42147,NA,1,100,100,3.13,107.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,FR,all,5810,indication,325496,311480,NA,1.0010000000000001,100.10000000000001,100,1.78,95.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,GE,all,9220,indication,506343,594668,NA,0.999,99.9,100,1.82,117.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,GL,all,1551,indication,40851,37875,NA,1,100,100.1,3.8,92.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,GR,all,3799,indication,200096,210277,NA,1.0010000000000001,100.10000000000001,100,1.9,105.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,JU,all,1360,indication,73709,73590,NA,1,100,100,1.85,99.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,LU,all,6694,indication,416347,430542,NA,0.999,99.89999999999999,99.9,1.61,103.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,NE,all,3134,indication,175894,190492,NA,1,100,100.1,1.78,108.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,NW,all,478,indication,43520,44888,NA,1,100,100,1.1,103.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,OW,all,650,indication,38108,33390,NA,1,100.00000000000001,100,1.71,87.62,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,SG,all,6403,indication,514504,491552,NA,1.001,100.1,100,1.24,95.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,SH,all,1510,indication,83107,94188,NA,1,100,100.1,1.82,113.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,SO,all,4710,indication,277462,300729,NA,1,100.00000000000001,99.9,1.7,108.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,SZ,all,2158,indication,162157,150028,NA,0.999,99.9,99.9,1.33,92.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,TG,all,3246,indication,282909,268726,NA,0.999,99.9,100,1.15,94.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,TI,all,4737,indication,350986,407082,NA,1,100,100,1.35,115.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,UR,all,370,indication,36819,35401,NA,1,100,100,1,96.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,VD,all,16183,indication,814762,907657,NA,1.0010000000000001,100.10000000000001,100,1.99,111.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,VS,all,6160,indication,348503,353928,NA,1.0010000000000001,100.10000000000001,100,1.77,101.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,ZG,all,2495,indication,128794,143200,NA,0.999,99.9,100.1,1.94,111.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,ZH,all,21231,indication,1553423,1812290,NA,1.0010000000000001,100.10000000000001,100,1.37,116.66,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,AG,all,15062,indication,694072,743549,NA,1,100,100.10000000000001,2.17,107.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,AI,all,326,indication,16293,14410,NA,1,100,99.8,2,88.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,AR,all,1245,indication,55309,54627,NA,1,100,100.1,2.25,98.77,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,BE,all,21318,indication,1043132,1193774,NA,0.999,99.89999999999999,100,2.04,114.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,BL,all,5343,indication,290969,332563,NA,0.999,99.89999999999999,100,1.84,114.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,BS,all,4151,indication,196735,242500,NA,1,100,99.9,2.11,123.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,CH,all,159487,indication,8670300,9585448,NA,1.001,100.1,100,1.84,110.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,CHFL,all,160480,indication,8709355,9628588,NA,0.999,99.9,100.1,1.84,110.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,FL,all,993,indication,39055,43140,NA,1,99.99999999999999,100,2.54,110.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,FR,all,7078,indication,325496,318558,NA,1,100,100,2.17,97.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,GE,all,9037,indication,506343,603705,NA,1,100,100,1.78,119.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,GL,all,566,indication,40851,38441,NA,0.999,99.89999999999999,100.1,1.39,94.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,GR,all,4602,indication,200096,214879,NA,1,100,100.10000000000001,2.3,107.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,JU,all,1566,indication,73709,75156,NA,1,99.99999999999999,100.1,2.12,101.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,LU,all,9275,indication,416347,439817,NA,0.999,99.89999999999999,100,2.23,105.64,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,NE,all,3123,indication,175894,193615,NA,1.0010000000000001,100.10000000000001,100,1.78,110.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,NW,all,1137,indication,43520,46025,NA,1.0010000000000001,100.10000000000001,100,2.61,105.76,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,OW,all,646,indication,38108,34036,NA,1,100,100.1,1.7,89.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,SG,all,7757,indication,514504,499309,NA,1.002,100.2,100.1,1.51,97.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,SH,all,1597,indication,83107,95785,NA,1,100.00000000000001,100,1.92,115.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,SO,all,2669,indication,277462,303398,NA,0.9990000000000001,99.9,100.1,0.96,109.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,SZ,all,2676,indication,162157,152704,NA,0.999,99.9,100,1.65,94.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,TG,all,4295,indication,282909,273021,NA,1,100.00000000000001,100.1,1.52,96.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,TI,all,5189,indication,350986,412271,NA,0.9989999999999999,99.9,100,1.48,117.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,UR,all,863,indication,36819,36264,NA,1,100,99.9,2.34,98.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,VD,all,15290,indication,814762,922947,NA,0.999,99.9,100,1.88,113.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,VS,all,6429,indication,348503,360357,NA,0.999,99.9,100.10000000000001,1.84,103.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,ZG,all,2948,indication,128794,146148,NA,1,100,100,2.29,113.47,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,ZH,all,25299,indication,1553423,1837589,NA,1,100,100,1.63,118.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,AG,all,14835,indication,694072,758384,NA,0.999,99.9,100.1,2.14,109.27,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,AI,all,321,indication,16293,14731,NA,1,100,99.9,1.97,90.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,AR,all,712,indication,55309,55339,NA,1,99.99999999999999,99.89999999999999,1.29,100.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,BE,all,15023,indication,1043132,1208797,NA,1,100,99.89999999999999,1.44,115.88,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,BL,all,4864,indication,290969,337427,NA,1.001,100.1,99.89999999999999,1.67,115.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,BS,all,4617,indication,196735,247117,NA,1.0010000000000001,100.10000000000001,100,2.35,125.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,CH,all,155697,indication,8670300,9741145,NA,1,100,100,1.8,112.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,CHFL,all,155697,indication,8709355,9784285,NA,1,100,100.1,1.79,112.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,FL,all,0,indication,39055,43140,NA,NA,NA,100,0,110.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,FR,all,6675,indication,325496,325233,NA,1.0010000000000001,100.1,100,2.05,99.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,GE,all,10441,indication,506343,614146,NA,1,100,100.10000000000001,2.06,121.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,GL,all,814,indication,40851,39255,NA,1,100,100.1,1.99,96.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,GR,all,5165,indication,200096,220044,NA,1,100.00000000000001,100,2.58,109.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,JU,all,1920,indication,73709,77076,NA,1,100,100,2.6,104.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,LU,all,8005,indication,416347,447822,NA,1,100,100,1.92,107.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,NE,all,4074,indication,175894,197689,NA,1.0010000000000001,100.10000000000001,100.10000000000001,2.32,112.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,NW,all,679,indication,43520,46704,NA,0.999,99.89999999999999,99.9,1.56,107.32,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,OW,all,585,indication,38108,34621,NA,1,100,100.1,1.54,90.85,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,SG,all,8774,indication,514504,508083,NA,0.999,99.9,100,1.71,98.75,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,SH,all,1540,indication,83107,97325,NA,1,100,100,1.85,117.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,SO,all,4150,indication,277462,307548,NA,0.999,99.9,100,1.5,110.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,SZ,all,2777,indication,162157,155481,NA,0.999,99.9,100,1.71,95.88,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,TG,all,4619,indication,282909,277640,NA,1.0010000000000001,100.1,100.1,1.63,98.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,TI,all,6996,indication,350986,419267,NA,1,100,100,1.99,119.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,UR,all,718,indication,36819,36982,NA,1,100,100.1,1.95,100.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,VD,all,14784,indication,814762,937731,NA,0.9999999999999999,100,100,1.81,115.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,VS,all,6282,indication,348503,366639,NA,1,100,100,1.8,105.2,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,ZG,all,3032,indication,128794,149180,NA,1,100,100,2.35,115.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,ZH,all,23295,indication,1553423,1860884,NA,1.0010000000000001,100.10000000000001,100,1.5,119.79,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,AG,all,17281,indication,694072,775665,NA,0.999,99.9,100,2.49,111.76,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,AI,all,315,indication,16293,15046,NA,1,99.99999999999999,99.89999999999999,1.93,92.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,AR,all,1538,indication,55309,56877,NA,1,100,100,2.78,102.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,BE,all,20521,indication,1043132,1229318,NA,1,100,100.1,1.97,117.85,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,BL,all,5057,indication,290969,342484,NA,1.001,100.1,100,1.74,117.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,BS,all,4268,indication,196735,251385,NA,1,100,100,2.17,127.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,CH,all,191889,indication,8670300,9933034,NA,1.0010000000000001,100.10000000000001,100,2.21,114.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,CHFL,all,192356,indication,8709355,9976641,NA,1.0010000000000001,100.10000000000001,100.1,2.21,114.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,FL,all,467,indication,39055,43607,NA,1,100,100,1.2,111.66,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,FR,all,8016,indication,325496,333249,NA,1,100,100,2.46,102.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,GE,all,12737,indication,506343,626883,NA,1.0010000000000001,100.10000000000001,100,2.52,123.81,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,GL,all,1051,indication,40851,40306,NA,1.001,100.1,100,2.57,98.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,GR,all,6105,indication,200096,226149,NA,1,100,100,3.05,113.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,JU,all,1814,indication,73709,78890,NA,1,100,99.89999999999999,2.46,107.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,LU,all,11604,indication,416347,459426,NA,0.999,99.89999999999999,100,2.79,110.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
